#{"t_start": 1524074778.0551548, "env_id": "Ant-v2"}
r,l,t
-56.975461,50,205.756989
-64.734004,39,205.83394
-30.956978,17,205.866992
-28.460962,12,205.891658
-55.76684,31,205.954224
-35.482168,53,206.060445
-33.972814,14,206.088717
-161.098421,79,206.245097
-39.416135,20,206.285192
-1300.632777,1000,208.127372
-206.958372,88,208.283873
-68.23782,47,208.370872
-44.621469,21,208.409114
-25.014899,15,208.4355
-69.538658,40,210.151477
-20.205,13,210.178508
-19.041039,18,210.214189
-1262.668939,1000,212.19523
-71.234211,28,212.246371
-8.437837,15,212.275626
-214.002216,109,212.472332
-64.759687,60,212.579334
-52.660957,42,212.655377
-51.952739,30,212.708884
-3.913247,13,212.732351
-121.712804,72,212.861362
-85.323854,45,212.942062
-91.562209,50,213.031607
-20.524849,25,213.077152
-9.833243,14,213.102138
-29.736959,22,213.141109
-17.728773,17,213.172896
-61.603435,62,213.285676
-34.995588,38,213.354069
-32.159188,27,213.402683
-73.750536,37,213.468389
-124.762554,58,213.572369
-59.578706,40,213.644932
-30.157645,12,213.667182
-66.77459,31,213.7231
-74.437265,26,213.77014
-117.514125,50,213.862125
-13.026162,11,213.881913
-36.147811,17,213.912965
-20.517632,15,213.939482
-43.315887,21,213.977313
-17.518131,12,213.999341
-53.995609,19,215.676776
-64.842803,31,215.752961
-13.644364,13,215.779926
-60.844022,36,215.845882
-43.901321,41,215.92301
-17.019916,14,215.949052
-37.095773,21,215.990903
-92.748759,68,216.115643
-99.894183,74,216.262402
-132.497537,61,216.386443
-126.457333,42,216.471296
-108.486094,68,216.607659
-11.761664,11,216.629336
-270.362121,195,217.023649
-83.110846,42,217.108546
-10.905881,16,217.140574
-23.316432,14,217.169073
-75.450671,82,217.333296
-35.345765,27,217.38636
-89.48881,49,217.484319
-1.889537,25,217.53469
-29.77892,19,217.573476
-4.242934,21,217.611629
-28.468011,22,217.65383
-216.548951,186,217.992608
-26.96083,12,218.014391
-18.623969,32,218.071905
-57.367048,30,218.126945
-26.902876,23,218.168522
-38.930233,29,218.220371
-31.94828,13,218.243585
-52.357294,39,218.314747
-19.609361,16,218.343844
-202.933377,101,218.526136
-131.692571,71,218.654302
-44.655713,32,218.711284
-10.576051,19,218.745738
-64.684711,57,218.850423
-36.466147,33,218.911575
-37.159931,21,218.95114
-21.950858,45,219.032823
-35.091295,46,219.115261
-142.523558,110,219.315013
-1324.899932,1000,222.932965
-33.665721,14,222.962619
-11.596568,12,222.988248
-1235.084114,1000,225.002863
-1270.935398,1000,228.70084
-20.5872,11,228.726177
-51.49814,35,228.807776
-14.111902,13,228.836557
-88.8538,77,228.99291
-39.604949,16,229.022576
-58.026344,37,229.090259
-27.538839,15,229.117115
-67.093577,44,229.201127
-94.450948,59,229.316172
-17.463306,13,229.342865
-121.418373,60,229.463601
-124.95652,102,229.652689
-18.476809,11,229.671888
-22.712484,48,229.757647
-75.506958,42,229.834504
-73.88664,43,229.91342
-3.275207,12,229.935535
-6.69298,15,229.96227
-130.930759,71,230.091717
-188.582641,162,230.386773
-13.150968,25,230.432681
-58.853059,55,230.532244
-21.042375,11,230.552391
-151.722269,96,230.726949
-16.189384,12,230.749064
-17.562229,14,230.773891
-23.30917,19,230.808525
-30.384099,32,230.865502
-37.8591,25,230.910927
-20.327756,18,232.628302
-19.802679,13,232.656081
-19.37151,12,232.681064
-191.575076,116,232.904572
-30.965581,26,232.953204
-21.678291,15,232.981049
-43.087091,24,233.025289
-78.981389,42,233.102742
-165.706402,123,233.360565
-45.615479,66,233.494731
-63.013884,45,233.584962
-26.638506,28,233.641459
-1108.820318,1000,235.630619
-139.271625,80,235.774234
-23.668102,11,235.793689
-4.660327,46,235.876359
-36.859121,36,235.940968
-128.251554,82,236.100703
-38.434632,26,236.15057
-31.721828,42,236.235399
-133.470564,94,236.419335
-41.181638,29,236.473468
-67.572835,52,236.56834
-26.023058,32,236.6266
-49.709832,39,238.36151
-14.953989,11,238.380269
-89.578272,46,238.46616
-26.017619,20,238.501678
-59.947671,79,238.647072
-42.962973,25,238.691816
-29.116541,26,238.738083
-1216.42267,1000,240.74086
-39.714866,23,240.781644
-19.606106,12,240.804186
-23.167963,16,240.833928
-31.055717,60,240.940661
-2.181769,32,240.999938
-13.650613,12,241.021241
-91.540166,132,241.258471
-6.142904,19,241.292707
-174.60567,134,241.535108
-118.689274,51,241.62856
-126.126096,102,241.814313
-203.859914,165,242.11026
-49.825773,30,242.1646
-51.570274,37,243.90127
-21.901507,12,243.92483
-64.738862,54,244.023447
-22.81863,21,244.060752
-63.378252,48,244.151833
-1096.041185,1000,246.11271
-155.133021,108,246.305181
-31.200956,14,246.330384
-80.416306,73,246.46016
-33.994534,30,246.513732
-12.507162,17,246.544144
-83.8017,56,246.645211
-18.709745,26,246.692491
-31.023653,18,246.725016
-42.50543,35,246.788444
-25.067765,26,246.833832
-145.518873,70,246.958593
-93.979387,110,247.155542
-47.303446,42,247.231798
-101.831679,37,247.297999
-24.018849,23,247.340612
-87.238266,58,247.444692
-66.649656,38,247.512962
-77.935872,33,247.57145
-130.479577,93,249.397482
-63.208217,94,249.572322
-165.200935,81,249.724094
-27.982417,18,249.755835
-94.046422,65,249.872706
-40.003535,26,249.919828
15.920057,27,249.969937
-7.319978,31,250.034798
-1.755396,13,250.061164
-147.249021,111,250.28523
-14.185455,38,250.361788
-56.518701,27,250.415112
2.647266,48,250.509257
-12.603652,13,250.535925
-96.155295,93,250.72489
-27.340753,20,250.765476
-76.947881,42,250.850488
-44.135529,23,250.896675
-7.870507,21,250.939177
-9.444766,20,250.98047
-29.507848,28,251.036786
